name,tomatometer,audience_score,weighted_score,genres,rating,duration,year,actors,directors,domestic_revenue,international_revenue,worldwide_revenue,budget
Spider-Man: Into the Spider-Verse,97,94,95,"['Kids & Family', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Animation']",PG,1h 57m,2018,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali', 'Brian Tyree Henry']","['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']",519305,0,519305,0
Egg,100,40,79,['Comedy'],,1h 23m,2018,"['Alysia Reiner', 'Christina Hendricks', 'Anna Camp', 'David Alan Basche', 'Gbenga Akinnagbe']",['1191906 Marianna Palka'],132555,0,132555,0
Operation Finale,61,67,63,"['Mystery & Thriller', 'History', 'Drama']",PG-13,2h 2m,2018,"['Oscar Isaac', 'Ben Kingsley', 'Mélanie Laurent', 'Lior Raz', 'Nick Kroll']",['Chris Weitz'],4227648,0,4227648,0
Prospect,89,74,84,"['Sci-Fi', 'Adventure', 'Mystery & Thriller']",R,1h 38m,2018,"['Pedro Pascal', 'Sophie Thatcher', 'Jay Duplass', 'Andre Royo', 'Sheila Vand']","['Zeek Earl 2', 'Chris Caldwell']",2043889,0,2043889,0
Clara,54,91,66,"['Sci-Fi', 'Drama']",,1h 45m,2018,"['Patrick J. Adams', 'Troian Bellisario', 'Kristen Hager', 'Ennis Esmer', 'R.H. Thomson']",['Akash Sherman'],16757163,0,16757163,0
Heartlock,40,65,48,"['Crime', 'Drama']",,1h 36m,2018,"['Alexander Dreymon', 'Lesley-Ann Brandt', 'Erik LaRay Harvey', 'Cedric Young', 'Wayne David Parker']",['Jon Kauffman 2'],67544505,20670651,88215156,35000000
Day of the Dead: Bloodline,11,9,10,['Horror'],R,1h 30m,2018,"['Johnathon Schaech', 'Sophie Skelton', 'Marcus Vanco', 'Jeff Gum', 'Mark Rhino Smith']",['Hector Hernandez Vicens'],183417150,267300000,450717150,85000000
Long Time Coming: A 1955 Baseball Story,71,75,72,"['Documentary', 'History', 'Drama']",,1h 27m,2018,"['Hank Aaron', 'Andrew Young', 'Cal Ripken', 'Davey Johnson', 'Jon Strong']",['Jon Strong'],1270847,1791331,3062178,0
Letter From Masanjia,100,89,96,['Documentary'],,1h 15m,2018,"['Leon Lee', 'Caylan Ford', 'Leon Lee', 'Leon Lee', 'Michael Richard Plowman']",['Leon Lee 2'],132555,0,132555,0
We the Animals,92,75,86,"['Drama', 'LGBTQ+']",R,1h 34m,2018,"['Raúl Castillo', 'Sheila Vand', 'Evan Rosado', 'Isaiah Kristian', 'Josiah Gabriel']",['Jeremiah Zagar'],50410,0,50410,0
The Ballad of Buster Scruggs,89,78,85,"['Western', 'Comedy', 'Drama']",R,2h 12m,2018,"['Tim Blake Nelson', 'Willie Watson', 'David Krumholtz', 'James Franco', 'Stephen Root']","['Joel Coen', 'Ethan Coen']",2043889,0,2043889,0
Mouthpiece,91,65,82,['Drama'],,1h 31m,2018,"['Amy Nostbakken', 'Norah Sadava', 'Taylor Belle Puterman', 'Sarah Camacho', 'Isabella Edwards']",['Patricia Rozema'],6735922,0,6735922,0
Trial by Fire,62,71,65,"['Drama', 'Biography']",R,2h 7m,2018,"[""Jack O'Connell"", 'Laura Dern', 'Emily Meade', 'Jeff Perry', 'Jade Pettyjohn']",['Ed Zwick'],115000000,889,115000889,0
Long Lost,77,73,75,['Mystery & Thriller'],,1h 35m,2018,"['Adam Weppler', 'Catherine Corcoran', 'Nicholas Tucci', 'Erik Bloomquist', 'Erik Bloomquist']",['Erik C Bloomquist'],157066392,281900000,438966392,0
A Boy Called Sailboat,77,77,77,"['Kids & Family', 'Comedy', 'Drama']",,1h 32m,2018,"['Jake Busey', 'J.K. Simmons', 'Noel Gugliemi', 'Patricia Kalis', 'Levi Leyba']",['Cameron Nugent'],157066392,281900000,438966392,0
Pass Over,93,57,81,"['Comedy', 'Drama']",,1h 14m,2018,"['Jon Michael Hill', 'Julian Parker', 'Ryan Hallahan', 'Blake DeLong', 'Spike Lee']",['Spike Lee'],31483450,45217209,76700659,15000000
José,87,75,83,['Drama'],,1h 25m,2018,"['Enrique Salanic', 'Manolo Herrera', 'Ana Cecilia Mota', 'Jhakelyn Waleska Gonzalez Gonzalez', 'Esteban Lopez Ramirez']",['Li Cheng'],24207,0,24207,0
Brampton's Own,40,60,46,"['Drama', 'Romance']",,1h 30m,2018,"['Alex Russell', 'Rose McIver', 'Carly Hughes', 'Spencer Grammer', 'Michael Doneger']",['Michael Doneger'],67544505,20670651,88215156,35000000
The Bill Murray Stories: Life Lessons Learned From a Mythical Man,95,79,89,['Documentary'],,1h 10m,2018,"['Tommy Avallone', 'Tommy Avallone', 'Max Paolucci', 'Tommy Avallone', 'Glen Zipper']",['Tommy Avallone'],7362439,1940583,9303022,0
Science Fair,97,85,92,['Documentary'],PG,1h 30m,2018,"['Jack Andraka', 'Anjali Chadha', 'Ryan Folz', 'Harsha Paladugu', 'Abraham Riedel-Mishaan']","['Undefined', 'Darren Foster']",519305,0,519305,0
A Futile and Stupid Gesture,68,71,69,"['Biography', 'Comedy']",,1h 41m,2018,"['Will Forte', 'Emmy Rossum', 'Domhnall Gleeson', 'Seth Green', 'Natasha Lyonne']",['David Wain'],0,0,0,0
This Changes Everything,88,100,92,['Documentary'],,1h 37m,2018,"['Geena Davis', 'Meryl Streep', 'Reese Witherspoon', 'Natalie Portman', 'Taraji P. Henson']",['Tom Donahue'],13110903,0,13110903,0
Father of the Year,0,50,16,['Comedy'],TV14,1h 30m,2018,"['David Spade', 'Nat Faxon', 'Joey Bragg', 'Matt Shively', 'Bridgit Mendler']",['Tyler Spindel'],0,0,0,0
The House With a Clock in Its Walls,65,44,57,"['Fantasy', 'Adventure', 'Mystery & Thriller', 'Comedy']",PG,1h 45m,2018,"['Jack Black', 'Cate Blanchett', 'Owen Vaccaro', 'Kyle MacLachlan', 'Renée Elise Goldsberry']",['Eli Roth'],32062904,28667664,60730568,0
Operation Odessa,100,90,96,['Documentary'],,1h 33m,2018,"['Juan Almeida', 'Tony Galeota', 'Dick Gregorie', 'Richard Gregorie', 'Tiller Russell']",['Tiller Russell'],132555,0,132555,0
London Fields,0,33,11,['Mystery & Thriller'],R,1h 58m,2018,"['Amber Heard', 'Billy Bob Thornton', 'Theo James', 'Jim Sturgess', 'Cara Delevingne']",['Mathew Cullen'],0,0,0,0
The Spy Who Dumped Me,48,58,51,"['Action', 'Comedy']",R,1h 56m,2018,"['Mila Kunis', 'Kate McKinnon', 'Justin Theroux', 'Sam Heughan', 'Gillian Anderson']",['Susanna Fogel'],78868508,0,78868508,0
White Boy Rick,57,50,54,"['Crime', 'Drama', 'Biography']",R,1h 51m,2018,"['Matthew McConaughey', 'Richie Merritt', 'Bel Powley', 'Jennifer Jason Leigh', 'Brian Tyree Henry']",['Yann Demange'],347839,0,347839,0
Social Animals,88,73,83,['Documentary'],,1h 26m,2018,"['Kaylyn Slevin', 'Allison Dae', 'Aidan Harman', 'Alasia Simone Jones', 'Michael Wakefield']",['Jonathan Ignatius Green'],13110903,0,13110903,0
Paterno,71,49,63,"['Drama', 'Biography']",TVMA,1h 45m,2018,"['Al Pacino', 'Riley Keough', 'Tess Frazer', 'Annie Parisse', 'Kathy Baker']",['Barry Levinson'],1270847,1791331,3062178,0
Making Montgomery Clift,100,86,95,['Documentary'],,1h 28m,2018,"['Robert Anderson Clift', 'Hillary Demmon', 'Robert Anderson Clift', 'Hillary Demmon', 'Gerald Herman']","['Robert Anderson Clift', 'Hillary Demmon']",132555,0,132555,0
At First Light,54,45,51,"['Sci-Fi', 'Mystery & Thriller']",,1h 31m,2018,"['Stefanie Scott', 'Théodore Pellerin', 'Said Taghmaoui', 'James Wotherspoon', 'Kate Burton']",['Jason Stone 2'],16757163,0,16757163,0
Blackmail,56,62,57,"['Action', 'Comedy']",,2h 20m,2018,"['Irrfan Khan', 'Kirti Kulhari', 'Urmila Matondkar', 'Arunoday Singh', 'Divya Dutta']",['Abhinay Deo'],100345,1843942,1944287,0
Charming,22,35,26,"['Kids & Family', 'Comedy', 'Animation']",,1h 30m,2018,"['Demi Lovato', 'Wilmer Valderrama', 'Sia', 'Nia Vardalos', 'Ashley Tisdale']",['Ross Venokur'],36108758,30200000,66308758,50000000
The Hate U Give,97,82,91,"['Crime', 'Drama']",PG-13,2h 13m,2018,"['Amandla Stenberg', 'Regina Hall', 'Russell Hornsby', 'K.J. Apa', 'Anthony Mackie']",['George Tillman Jr'],519305,0,519305,0
After Everything,84,72,80,"['Romance', 'Comedy']",,1h 35m,2018,"['Maika Monroe', 'Jeremy Allen White', 'DeRon Horton', 'Marisa Tomei', 'Sasha Lane']","['Hannah Marks', 'Joey Power']",42027,0,42027,0
For the Birds,93,88,91,"['Documentary', 'Drama']",,1h 32m,2018,"['Richard Miron', 'Cindy Meehl', 'Brian Reed', 'Holly Meehl', 'Richard Miron']",['Richard Miron'],31483450,45217209,76700659,15000000
Step Sisters,22,45,29,['Comedy'],PG-13,1h 44m,2018,"['Megalyn Echikunwoke', 'Eden Sher', 'Lyndon Smith', 'Gage Golightly', 'Nia Jervier']",['Charles Stone 2'],36108758,30200000,66308758,50000000
Blindspotting,94,87,91,"['Comedy', 'Drama']",R,1h 35m,2018,"['Daveed Diggs', 'Rafael Casal', 'Janina Gavankar', 'Jasmine Cephas Jones', 'Ethan Embry']",['Carlos Lopez Estrada'],673151,101629,774780,0
Mara,28,23,26,"['Horror', 'Mystery & Thriller']",R,1h 38m,2018,"['Olga Kurylenko', 'Craig Conway', 'Javier Botet', 'Rosie Fellner', 'Mitch Eakins']",['Clive Tonge'],37170488,25028457,62198945,43000000
"Love, Simon",92,87,90,"['Romance', 'Comedy', 'Drama', 'LGBTQ+']",PG-13,1h 50m,2018,"['Nick Robinson', 'Josh Duhamel', 'Jennifer Garner', 'Tony Hale', 'Katherine Langford']",['Greg Berlanti'],50410,0,50410,0
The Ranger,76,35,62,['Horror'],,1h 20m,2018,"['Chloë Levine', 'Jeremy Holm', 'Granit Lahu', 'Jeremy Pope', 'Bubba Weiler']",['Jenn Wexler'],7993039,7966,8001005,0
Ready Player One,72,77,73,"['Sci-Fi', 'Adventure', 'Action', 'Fantasy']",PG-13,2h 20m,2018,"['Tye Sheridan', 'Olivia Cooke', 'Ben Mendelsohn', 'Lena Waithe', 'T.J. Miller']",['Steve Spielberg'],21148651,46300000,67448651,30000000
"Game Over, Man!",18,47,27,"['Comedy', 'Action']",TVMA,1h 41m,2018,"['Adam DeVine', 'Anders Holm', 'Blake Anderson', 'Neal McDonough', 'Kyle Newacheck']",['Kyle Newacheck'],0,0,0,0
Pandas,100,81,93,['Documentary'],G,40m,2018,"['Kristen Bell', 'David Douglas', 'Drew Fellman', 'Drew Fellman', 'Drew Fellman']","['David Douglas 3', 'Drew Fellman']",132555,0,132555,0
Halloween,79,72,76,"['Holiday', 'Horror', 'Mystery & Thriller']",R,1h 46m,2018,"['Jamie Lee Curtis', 'Judy Greer', 'Andi Matichak', 'Will Patton', 'Virginia Gardner']",['David Gordon Green'],5696391,0,5696391,0
Free Solo,98,93,96,['Documentary'],PG-13,1h 40m,2018,"['Alex Honnold', 'Tommy Caldwell', 'Sanni McCandless', 'Jimmy Chin', 'Mikey Schaefer']","['Elizabeth Chai Vasarhelyi', 'Jimmy Chin']",100345,1843942,1944287,0
An Interview With God,60,66,62,['Drama'],,1h 37m,2018,"['David Strathairn', 'Brenton Thwaites', 'Hill Harper', 'Yael Grobglas', 'Charlbi Dean Kriek']",['Perry Lang'],101648571,135553728,237202299,90000000
Corbin Nash,20,54,31,"['Horror', 'Action']",,1h 34m,2018,"['Dean S. Jagger', 'Corey Feldman', 'Malcolm McDowell', 'Rutger Hauer', 'Bruce Davison']",['Ben Jagger'],160942139,271028977,431971116,142000000
Unsane,80,59,73,"['Mystery & Thriller', 'Horror']",R,1h 38m,2018,"['Claire Foy', 'Joshua Leonard', 'Jay Pharoah', 'Juno Temple', 'Amy Irving']",['Steven Soderbergh'],24008137,48170758,72178895,110000000
The 5 Browns,100,100,99,"['Documentary', 'Biography', 'Drama']",,1h 37m,2018,"['Priscilla Alarcon', 'Deondra Brown', 'Ryan Brown', 'Desirae Brown', 'Ben Niles']",['Ben Niles'],132555,0,132555,0
The Public,66,78,70,['Drama'],PG-13,1h 59m,2018,"['Alec Baldwin', 'Emilio Estevez', 'Jena Malone', 'Taylor Schilling', 'Christian Slater']",['Emilio Estevez'],224614,1705519,1930133,0
Say Her Name: The Life and Death of Sandra Bland,100,56,85,['Documentary'],,1h 45m,2018,"['Sandra Bland', 'Robert E. Brzezinski', 'Brian Encinia', 'Cannon Lambert', 'Elton Mathis']","['Kate Davis', 'David Heilbroner']",132555,0,132555,0
My Hero Academia: Two Heroes,100,87,95,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Anime']",PG-13,1h 36m,2018,"['Daiki Yamashita', 'Kenta Miyaki', 'Mirai Shida', 'Nobuhiko Okamoto', 'Yuki Kaji']",['Kenji Nagasaki'],132555,0,132555,0
Call Me Brother,57,85,66,['Comedy'],,1h 17m,2018,"['Christina Parrish', 'Andrew Dismukes', 'Asaf Ronen', 'Danu Uribe', 'Kim Lowery']",['David Howe 2'],347839,0,347839,0
If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,100,98,99,"['Documentary', 'Biography', 'Music']",,1h 34m,2018,"['Gary Rossington', 'Lynyrd Skynyrd', 'Johnny Van Zant', 'Edward King', 'Larry Junstrom']",['Stephen Kijak'],132555,0,132555,0
The First Purge,55,27,45,"['Action', 'Mystery & Thriller', 'Horror']",R,1h 37m,2018,"[""Y'lan Noel"", 'Lex Scott Davis', 'Joivan Wade', 'Mugga', 'Patch Darragh']",['Gerard Mcmurray'],56732,0,56732,0
Kickboxer: Retaliation,92,84,89,"['Action', 'Drama']",R,1h 50m,2018,"['Alain Moussi', 'Jean-Claude Van Damme', 'Christopher Lambert', 'Mike Tyson', 'Sara Malakul Lane']",['Dimitri Logothetis'],50410,0,50410,0
Action Point,16,27,19,['Comedy'],R,1h 25m,2018,"['Johnny Knoxville', 'Chris Pontius', 'Dan Bakkedahl', 'Matt Schulze', 'Eleanor Worthington-Cox']",['Tim Kirkby 2'],23686027,0,23686027,0
The Predator,34,32,33,"['Sci-Fi', 'Action', 'Adventure', 'Horror']",R,1h 46m,2018,"['Boyd Holbrook', 'Trevante Rhodes', 'Jacob Tremblay', 'Keegan-Michael Key', 'Olivia Munn']",['Shane Black'],37410850,0,37410850,0
A-X-L,25,58,36,"['Sci-Fi', 'Adventure', 'Action']",PG,1h 38m,2018,"['Alex Neustaedter', 'Becky G', 'Alex MacNicoll', 'Dominic Rains', 'Thomas Jane']",['Oliver Daly'],14744435,6756378,21500813,25000000
Tyrel,60,35,51,"['Comedy', 'Drama']",,1h 26m,2018,"['Jason Mitchell', 'Christopher Abbott', 'Michael Cera', 'Caleb Landry Jones', 'Michael Zegen']",['Sebastian Silva 2'],101648571,135553728,237202299,90000000
Wildling,70,40,60,"['Horror', 'Fantasy', 'Mystery & Thriller']",R,1h 33m,2018,"['Liv Tyler', 'Brad Dourif', 'Bel Powley', 'James LeGros', 'Mike Faist']",['Fritz Bohm'],2540965,166872,2707837,0
Ladyworld,52,33,45,['Mystery & Thriller'],,1h 33m,2018,"['Ariela Barer', 'Annalise Basso', 'Ryan Simpkins', ""Odessa A'zion"", 'Maya Hawke']",['Amanda Kramer'],37664,9174,46838,0
Candy Jar,71,65,69,['Comedy'],,1h 32m,2018,"['Christina Hendricks', 'Uzo Aduba', 'Jacob Latimore', 'Sami Gayle', 'Helen Hunt']",['Ben Shelton'],1270847,1791331,3062178,0
Mary Magdalene,44,49,45,['Drama'],R,2h 0m,2018,"['Rooney Mara', 'Joaquin Phoenix', 'Chiwetel Ejiofor', 'Tahar Rahim', 'Ariane Labed']",['Garth Davis'],39768000,0,39768000,0
Bathtubs Over Broadway,100,90,96,['Documentary'],PG-13,1h 27m,2018,"['Steve Young', 'Martin Short', 'David Letterman', 'Chita Rivera', 'Susan Stroman']",['Dava Whisenant'],132555,0,132555,0
The Party's Just Beginning,80,72,77,['Drama'],,1h 31m,2018,"['Karen Gillan', 'Lee Pace', 'Matthew Beard', 'Paul Higgins', 'Siobhan Redmond']",['Karen Gillan'],24008137,48170758,72178895,110000000
Hotel Transylvania 3: Summer Vacation,62,49,57,"['Kids & Family', 'Comedy', 'Fantasy', 'Adventure', 'Animation']",PG,1h 37m,2018,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']",['Genndy Tartakovsky'],115000000,889,115000889,0
Peppermint,13,70,32,"['Action', 'Mystery & Thriller']",R,1h 42m,2018,"['Jennifer Garner', 'John Gallagher Jr.', 'John Ortiz', 'Juan Pablo Raba', 'Annie Ilonzeh']",['Pierre Morel'],52853219,16558151,69411370,50000000
Death of a Nation,0,88,29,['Documentary'],PG-13,1h 48m,2018,"[""Dinesh D'Souza"", ""Debbie D'Souza"", 'Angela Primm', 'Richard Spencer', 'Allen Guelzo']","['Dinesh Dsouza', 'Bruce Schooley']",0,0,0,0
Ocean's 8,68,47,60,"['Comedy', 'Crime', 'Drama']",PG-13,1h 50m,2018,"['Sandra Bullock', 'Cate Blanchett', 'Anne Hathaway', 'Helena Bonham Carter', 'Mindy Kaling']",['Gary Ross'],0,0,0,0
Hunter Killer,37,67,47,"['Action', 'Mystery & Thriller']",R,2h 1m,2018,"['Gerard Butler', 'Gary Oldman', 'Common', 'Michael Nyqvist', 'Linda Cardellini']",['Donovan Marsh'],446125,0,446125,0
The Most Dangerous Year,92,100,94,['Documentary'],,1h 30m,2018,"['Vlada Knowlton', 'Vlada Knowlton', 'Vlada Knowlton', 'Lulu Gargiulo', 'Vlada Knowlton']",['Vlada Knowlton 2'],50410,0,50410,0
Astro,17,31,21,"['Action', 'Sci-Fi']",,1h 45m,2018,"['Gary Daniels', 'Marshal Hilton', 'Courtney Akbar', 'Louis Mandylor', 'Michael Paré']",['Asif Akbar'],64167069,72149811,136316880,0
Won't You Be My Neighbor?,97,94,95,['Documentary'],PG-13,1h 34m,2018,"['Joanne Rogers', 'Bill Isler', 'Hedda Sharapan', 'Margaret Whitmer', 'Tom Junod']",['Morgan Neville'],519305,0,519305,0
The 15:17 to Paris,23,37,27,"['Mystery & Thriller', 'Drama']",PG-13,1h 34m,2018,"['Spencer Stone', 'Alek Skarlatos', 'Anthony Sadler', 'Judy Greer', 'Jenna Fischer']",['Clint Eastwood'],549185,0,549185,0
Asterix: The Secret of the Magic Potion,65,71,67,"['Kids & Family', 'Adventure', 'Animation']",,1h 25m,2018,"['Christian Clavier', 'Guillaume Briat', 'Bernard Alane', 'Alex Lutz', 'Alexandre Astier']","['Alexandre Astier', 'Louis Clichy']",32062904,28667664,60730568,0
Bayou Caviar,20,48,29,['Mystery & Thriller'],,1h 51m,2018,"['Cuba Gooding Jr.', 'Famke Janssen', 'Richard Dreyfuss', 'Lia Marie Johnson', 'Gregg Bello']",['Cuba Gooding Jr'],160942139,271028977,431971116,142000000
Stockholm,71,54,65,"['Comedy', 'Drama', 'Crime']",R,1h 32m,2018,"['Ethan Hawke', 'Noomi Rapace', 'Mark Strong', 'Christopher Heyerdahl', 'Bea Santos']",['Robert Budreau'],1270847,1791331,3062178,0
Mapplethorpe,34,50,39,"['Biography', 'Drama', 'LGBTQ+']",,1h 42m,2018,"['Matt Smith', 'Marianne Rendón', 'John Benjamin Hickey', 'Brandon Sklenar', 'McKinley Belcher III']",['Ondi Timoner'],37410850,0,37410850,0
Bumblebee,91,74,85,"['Action', 'Adventure', 'Sci-Fi']",PG-13,1h 54m,2018,"['Hailee Steinfeld', 'John Cena', 'Jorge Lendeborg', 'John Ortiz', 'Jason Drucker']",['Travis Knight'],6735922,0,6735922,0
An Actor Prepares,33,72,46,['Comedy'],,1h 37m,2018,"['Jeremy Irons', 'Jack Huston', 'Matthew Modine', 'Ben Schwartz', 'Megalyn Echikunwoke']",['Steve Clark 3'],12227722,15744301,27972023,0
American Animals,88,81,85,"['Crime', 'Drama', 'Mystery & Thriller']",R,1h 56m,2018,"['Barry Keoghan', 'Evan Peters', 'Jared Abrahamson', 'Blake Jenner', 'Ann Dowd']",['Bart Layton'],13110903,0,13110903,0
The Christmas Chronicles,68,76,70,"['Kids & Family', 'Holiday', 'Comedy', 'Fantasy', 'Adventure']",TVPG,1h 44m,2018,"['Kurt Russell', 'Darby Camp', 'Judah Lewis', 'Kimberly Williams-Paisley', 'Oliver Hudson']",['Clay Kaytis'],0,0,0,0
Bohemian Rhapsody,60,85,68,"['Biography', 'History', 'Drama', 'Music', 'LGBTQ+']",PG-13,2h 15m,2018,"['Rami Malek', 'Lucy Boynton', 'Gwilym Lee', 'Ben Hardy', 'Joseph Mazzello']",['Bryan Singer'],101648571,135553728,237202299,90000000
Minding the Gap,100,90,96,['Documentary'],,1h 33m,2018,"['Bing Liu', 'Bing Liu', 'Bing Liu', 'Diane Moy Quon', 'Sally Jo Fifer']",['Bing Liu 2'],132555,0,132555,0
Acts of Violence,0,31,10,"['Action', 'Mystery & Thriller']",R,1h 26m,2018,"['Bruce Willis', 'Cole Hauser', 'Shawn Ashmore', 'Ashton Holmes', 'Melissa Bolona']",['Brett Donowho'],0,0,0,0
Chimera Strain,60,92,70,"['Sci-Fi', 'Mystery & Thriller']",R,1h 20m,2018,"['Henry Ian Cusick', 'Kathleen Quinlan', 'Erika Ervin', 'Jenna Harrison', 'Karishma Ahluwalia']",['Maurice Haeems'],101648571,135553728,237202299,90000000
Robin Williams: Come Inside My Mind,94,90,92,['Documentary'],,1h 56m,2018,"['Lewis Black', 'Elayne Boosler', 'Billy Crystal', 'Pam Dawber', 'Whoopi Goldberg']",['Marina Zenovich'],673151,101629,774780,0
A Kid Like Jake,51,45,49,['Drama'],R,1h 32m,2018,"['Claire Danes', 'Jim Parsons', 'Octavia Spencer', 'Priyanka Chopra Jonas', 'Ann Dowd']",['Silas Howard'],42194060,63453042,105647102,70000000
6 Balloons,86,56,76,['Drama'],,1h 15m,2018,"['Abbi Jacobson', 'Dave Franco', 'Charlotte Carel', 'Madeline Carel', 'Maya Erskine']",['Marja Lewis Ryan'],130319208,100366245,230685453,80000000
Puppet Master: The Littlest Reich,69,50,62,['Horror'],,1h 30m,2018,"['Michael Paré', 'Udo Kier', 'Barbara Crampton', 'Thomas Lennon', 'Jenny Pellicer']","['770867182', '770772236']",100489151,0,100489151,0
Being Frank: The Chris Sievey Story,96,94,95,"['Documentary', 'Music']",,1h 40m,2018,"['Johnny Vegas', 'Ross Noble', 'John Cooper-Clarke', 'Mark Radcliffe', 'John Thomson']",['Steve Sullivan 2'],616333,0,616333,0
Birthmarked,11,58,26,['Comedy'],,1h 30m,2018,"['Matthew Goode', 'Toni Collette', 'Michael Smiley', 'Fionnula Flanagan', 'Suzanne Clément']",['Emanuel Hoss Desmarais'],183417150,267300000,450717150,85000000
The Emperor of Paris (L'Empereur de Paris),70,65,68,[],,2018,2018,"['Vincent Cassel', 'Patrick Chesnais', 'August Diehl', 'Olga Kurylenko', 'Jean-François Richet']",['Jean Francois Richet'],2540965,166872,2707837,0
Amateur,60,67,62,['Drama'],,1h 36m,2018,"['Michael Rainey Jr.', 'Josh Charles', 'Brian White', 'Sharon Leal', 'Corey Parker Robinson']",['Ryan Koo'],101648571,135553728,237202299,90000000
What Haunts Us,100,76,91,['Documentary'],,1h 12m,2018,"['Paige Goldberg Tolmach', 'Mark Monroe', 'Sarah Gibson', 'Paige Goldberg Tolmach', 'Adam Dubrowa']",['Paige Tolmach'],132555,0,132555,0
All Square,91,76,86,['Comedy'],,1h 33m,2018,"['Michael Kelly', 'Jesse Ray Sheps', 'Pamela Adlon', 'Isiah Whitlock Jr.', 'Tom Everett Scott']",['John Hyams'],6735922,0,6735922,0
Beautifully Broken,67,92,75,['Drama'],PG-13,1h 48m,2018,"['Scott William Winters', 'Benjamin Ochieng', 'Emily Hahn', 'Eric Roberts', 'Jessica Obilom']",['Eric Welch'],5743,0,5743,0
Nigerian Prince,100,58,85,"['Drama', 'Mystery & Thriller']",,1h 44m,2018,"['Antonio J Bell', 'Chinaza Uche', 'Tina Mba', 'Kelechi Udegbe', 'Toyin Oshinaike']",['Faraday Okoro'],132555,0,132555,0
Elliot: The Littlest Reindeer,29,28,28,"['Kids & Family', 'Holiday', 'Comedy', 'Adventure', 'Fantasy', 'Animation']",PG,1h 29m,2018,"['Josh Hutcherson', 'Samantha Bee', 'Martin Short', 'John Cleese', 'Morena Baccarin']",['Jennifer Westcott'],429028,0,429028,5000000
The Angel,69,61,66,"['Drama', 'Mystery & Thriller']",TVMA,1h 30m,2018,"['Marwan Kenzari', 'Toby Kebbell', 'Hannah Ware', 'Waleed Zuaiter', 'Maisa Abd Elhadi']",['Ariel Vromen'],100489151,0,100489151,0
Who Will Write Our History,94,91,93,['Documentary'],,1h 35m,2018,"['Joan Allen', 'Jowita Miondlikowska', 'Piotr Glowacki', 'Piotr Jankowski', 'Wojciech Zieliński']",['Roberta Grossman'],673151,101629,774780,0
Bethany Hamilton: Unstoppable,74,95,81,['Documentary'],PG,1h 38m,2018,"['Bethany Hamilton', 'Aaron Lieber', 'Aaron Lieber', 'Carol Martori', 'Penny Edmiston']",['Aaron Lieber'],95697,0,95697,0
The Death and Life of John F. Donovan,19,54,30,['Drama'],R,2h 3m,2018,"['Kit Harington', 'Natalie Portman', 'Jacob Tremblay', 'Susan Sarandon', 'Kathy Bates']",['Xavier Dolan'],126943684,234888716,361832400,135000000
Every Act of Life,91,100,94,"['Documentary', 'Biography']",,1h 32m,2018,"['Bryan Cranston', 'Dan Bucatinsky', 'F. Murray Abraham', 'Jon Robin Baitz', 'Christine Baranski']",['Jeff Kaufman'],6735922,0,6735922,0
Winchester,13,32,19,"['Horror', 'Mystery & Thriller', 'Biography', 'Drama', 'Fantasy']",PG-13,1h 39m,2018,"['Helen Mirren', 'Jason Clarke', 'Sarah Snook', 'Angus Sampson', 'Laura Brent']","['Michael Spierig', 'Peter Spierig']",52853219,16558151,69411370,50000000
Once Upon a Deadpool,56,56,55,"['Action', 'Adventure', 'Comedy']",PG-13,1h 58m,2018,"['Ryan Reynolds', 'Josh Brolin', 'Morena Baccarin', 'Julian Dennison', 'Zazie Beetz']",['David Leitch'],100345,1843942,1944287,0
Octavio Is Dead,60,29,49,['Drama'],,Drama,2018,"['Sarah Gadon', 'Rosanna Arquette', 'Raoul Max Trujillo', 'Rachael Crawford', 'Gage Graham-Arbuthnot']",['1173492 Sook Yin Lee'],101648571,135553728,237202299,90000000
